question_id,split_name,task_family,answer_source
57975,single_train,single,question-span
57974,single_train,single,question-span
57973,single_train,single,multi-span
57972,single_train,single,multi-span
57976,single_train,single,image-span
57977,single_train,single,non-extractive
57979,single_train,single,non-extractive
102441,single_train,single,multi-span
102442,single_train,single,non-extractive
102445,single_train,single,multi-span
102444,single_train,single,question-span
102446,single_train,single,non-extractive
102439,single_train,single,image-span
71839,single_train,single,non-extractive
71841,single_train,single,question-span
71838,single_train,single,multi-span
71842,single_train,single,non-extractive
71836,single_train,single,image-span
161608,single_train,single,image-span
161606,single_train,single,multi-span
161602,single_train,single,multi-span
161611,single_train,single,non-extractive
161607,single_train,single,non-extractive
161600,single_train,single,image-span
161603,single_train,single,non-extractive
161605,single_train,single,question-span
161604,single_train,single,image-span
56565,single_train,single,question-span
56564,single_train,single,question-span
56562,single_train,single,multi-span
56563,single_train,single,question-span
56561,single_train,single,multi-span
56566,single_train,single,image-span
54516,single_train,single,question-span
54514,single_train,single,multi-span
54515,single_train,single,question-span
54517,single_train,single,question-span
54518,single_train,single,image-span
54513,single_train,single,multi-span
68066,single_train,single,question-span
68061,single_train,single,image-span
68064,single_train,single,non-extractive
68063,single_train,single,multi-span
68062,single_train,single,question-span
68067,single_train,single,multi-span
68065,single_train,single,image-span
157978,single_train,single,image-span
157982,single_train,single,multi-span
157981,single_train,single,non-extractive
157980,single_train,single,multi-span
157979,single_train,single,question-span
157983,single_train,single,non-extractive
17956,single_train,single,image-span
17958,single_train,single,multi-span
17957,single_train,single,question-span
17962,single_train,single,image-span
17961,single_train,single,multi-span
17960,single_train,single,question-span
17959,single_train,single,non-extractive
139491,single_train,single,image-span
139489,single_train,single,multi-span
139497,single_train,single,multi-span
139488,single_train,single,question-span
139493,single_train,single,multi-span
139487,single_train,single,image-span
139492,single_train,single,question-span
139498,single_train,single,non-extractive
139496,single_train,single,question-span
147061,single_train,single,question-span
147059,single_train,single,multi-span
147063,single_train,single,image-span
147057,single_train,single,image-span
147058,single_train,single,question-span
147060,single_train,single,image-span
147062,single_train,single,multi-span
126482,single_train,single,multi-span
126483,single_train,single,non-extractive
126481,single_train,single,question-span
126480,single_train,single,image-span
69154,single_train,single,image-span
69157,single_train,single,multi-span
69150,single_train,single,image-span
69151,single_train,single,question-span
69153,single_train,single,non-extractive
69152,single_train,single,multi-span
69155,single_train,single,question-span
95587,single_train,single,non-extractive
95579,single_train,single,multi-span
95580,single_train,single,multi-span
95578,single_train,single,multi-span
95581,single_train,single,question-span
121790,single_train,single,multi-span
121794,single_train,single,image-span
121795,single_train,single,image-span
121791,single_train,single,multi-span
121796,single_train,single,image-span
121792,single_train,single,question-span
79010,single_train,single,image-span
79013,single_train,single,non-extractive
79006,single_train,single,image-span
79008,single_train,single,multi-span
79007,single_train,single,question-span
79009,single_train,single,non-extractive
155583,single_train,single,question-span
155582,single_train,single,non-extractive
155589,single_train,single,non-extractive
155585,single_train,single,non-extractive
155581,single_train,single,multi-span
155580,single_train,single,question-span
155579,single_train,single,image-span
155584,single_train,single,multi-span
143189,single_train,single,question-span
143190,single_train,single,multi-span
143183,single_train,single,multi-span
143188,single_train,single,image-span
143187,single_train,single,multi-span
143182,single_train,single,question-span
143181,single_train,single,image-span
143191,single_train,single,non-extractive
98050,single_train,single,image-span
98053,single_train,single,non-extractive
98052,single_train,single,multi-span
98058,single_train,single,multi-span
98051,single_train,single,question-span
135023,single_train,single,image-span
135026,single_train,single,non-extractive
135017,single_train,single,multi-span
135024,single_train,single,question-span
135016,single_train,single,question-span
135020,single_train,single,question-span
135021,single_train,single,multi-span
135015,single_train,single,image-span
